@relation smsspam
@attribute Message string
@attribute Classe {spam,ham}
@data
'Are you angry with me. What happen dear',ham
'I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.',ham
'Yup ok thanx...',ham
'Hi:)cts employee how are you?',ham
'Pls pls find out from aunt nike.',ham
'Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you',ham
'No screaming means shouting..',ham
'Hey what happen de. Are you alright.',ham
'Should I have picked up a receipt or something earlier',ham
'I think chennai well settled?',ham
'Oh dang! I didnt mean o send that to you! Lol!',ham
'Unfortunately ive just found out that we have to pick my sister up from the airport that evening so dont think ill be going out at all. We should try to go out one of th',ham
'Horrible bf... I now v hungry...',ham
'Remember on that day..',ham
'Hows it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!',ham
'All sounds good. Fingers . Makes it difficult to type',ham
'Midnight at the earliest',ham
'Youre not sure that Im not trying to make xavier smoke because I dont want to smoke after being told I smoke too much?',ham
'K come to nordstrom when youre done',ham
'Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..',ham
'Now press conference da:)',ham
'After completed degree. There is no use in joining finance.',ham
'Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?',ham
'Shant disturb u anymore... Jia you...',ham
'Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...',ham
'Me, i dont know again oh',ham
'Dude sux for snake. He got old and raiden got buff',ham
'He says hi and to get your ass back to south tampa (preferably at a kegger)',ham
'In e msg jus now. U said thanks for gift.',ham
'U too...',ham
'Ok how you dear. Did you call chechi',ham
'Yeah we do totes. When u wanna?',ham
'Ok i found dis pierre cardin one which looks normal costs 20 its on sale.',ham
'Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)',ham
'Wat r u doing?',ham
'Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side',ham
'Single line with a big meaning::::: "Miss anything 4 ur "Best Life" but, dont miss ur best life for anything... Gud nyt...',ham
'Just got some gas money, any chance you and the gang want to go on a grand nature adventure?',ham
'Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.',ham
'Dude just saw a parked car with its sunroof popped up. Sux',ham
'Get ready to put on your excellent sub face :)',ham
'Tmrw. Im finishing 9 doors',ham
'The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . Thats why i blanked him.',ham
'I am late. I will be there at',ham
'whatever, im pretty pissed off.',ham
'Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy',ham
'I dont have that much image in class.',ham
'No:-)i got rumour that you going to buy apartment in chennai:-)',ham
'Near kalainar tv office.thenampet',ham
'My sis is catching e show in e afternoon so im not watching w her. So c u wan 2 watch today or tmr lor.',ham
'Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...',ham
'No. To be nosy I guess. Idk am I over reacting if Im freaked?',ham
'Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.',ham
'How to Make a girl Happy? Its not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..',ham
'Why is that, princess? I bet the brothas are all chasing you!',ham
'I shall book chez jules for half eight, if thats ok with you?',ham
'Hhahhaahahah rofl wtf nig was leonardo in your room or something',ham
'Yep, at dereks house now, see you Sunday &lt;3',ham
'Its cool, let me know before it kicks off around  &lt;#&gt; , Ill be out and about all day',ham
'Sorry, Ill call later',ham
'I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.',ham
'There are no other charges after transfer charges and you can withdraw anyhow you like',ham
'Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL',ham
'At 4. Lets go to bill millers',ham
'I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo',ham
'Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)',ham
'Thats my honeymoon outfit. :)',ham
'Will it help if we propose going back again tomorrow',ham
'Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:',ham
'Pls confirm the time to collect the cheque.',ham
'Daddy will take good care of you :)',ham
'Yeah probably, I still gotta check out with leo',ham
'K.then any other special?',ham
'Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and Ill tell him to haul ass',ham
'Ok pa. Nothing problem:-)',ham
'Have you heard about that job? Im going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ',ham
'God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U',ham
'When you came to hostel.',ham
'Ok no prob... Ill come after lunch then...',ham
'Jus telling u dat ill b leaving 4 shanghai on 21st instead so well haf more time 2 meet up cya...',ham
'Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?',ham
'You all ready for * big day tomorrow?',ham
'Ill probably be around mu a lot',ham
'645',ham
'Thnx dude. u guys out 2nite?',ham
'Me sef dey laugh you. Meanwhile hows my darling anjie!',ham
'Mm i had my food da from out',ham
'K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas',ham
'Did u download the fring app?',ham
'The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible',ham
'Friends that u can stay on fb chat with',ham
'Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...',ham
'Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being SIMPLE is very difficult.. Gud nte.:-',ham
'Ah, well that confuses things, doesn‘t it?',ham
'Hi Dear Call me its urgnt. I dont know whats your problem. You dont want to work or if you have any other problem at least tell me. Wating for your reply.',ham
'Dear how you. Are you ok?',ham
'Yes princess! I want to make you happy...',ham
'Sounds like you have many talents! would you like to go on a dinner date next week?',ham
'I am going to film 2day da. At 6pm. Sorry da.',ham
'We not watching movie already. Xy wants 2 shop so im shopping w her now.',ham
'Hello my little party animal! I just thought Id buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss',ham
'Yesterday its with me only . Now am going home.',ham
'You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for',ham
'No shit, but I wasnt that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didnt let him fuck me',ham
'Great comedy..cant stop laughing da:)',ham
'Alright, were all set here, text the man',ham
'Hi , where are you? Were at  and theyre not keen to go out i kind of am but feel i shouldnt so can we go out tomo, dont mind do you?',ham
'Sleeping nt feeling well',ham
'U WILL SWITCH YOUR FONE ON DAMMIT!!',ham
'India have to take lead:)',ham
'I.ll post her out l8r. In class',ham
'Thts wat Wright Brother did to fly..',ham
'Evening * v good if somewhat event laden. Will fill you in, dont you worry … Head * ok but throat * wrecked. See you at six then!',ham
'If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)',ham
'ITS A LAPTOP TAKE IT WITH YOU.',ham
'I dont have any of your file in my bag..i was in work when you called me.i ll tell you if i find anything in my room.',ham
'I wan but too early lei... Me outside now wun b home so early... Neva mind then...',ham
'I was at bugis juz now wat... But now im walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now? ',ham
'Wishing you and your family Merry "X" mas and HAPPY NEW Year in advance..',ham
'At 7 we will go ok na.',ham
'Yes I posted a couple of pics on fb. Theres still snow outside too. Im just waking up :)',ham
'S:-)if we have one good partnership going we will take lead:)',ham
'Yeah, wheres your class at?',ham
'No just send to you. Bec you in temple na.',ham
'You arent coming home between class, right? I need to work out and shower!',ham
'S but mostly not like that.',ham
'Ü v ma fan...',ham
'Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... Its e gals who r laughing at me lor...',ham
'Guess who spent all last night phasing in and out of the fourth dimension',ham
'So now my dad is gonna call after he gets out of work and ask all these crazy questions.',ham
'Yes..but they said its IT.,',ham
'Very hurting n meaningful lines ever: "I compromised everything for my love, But at d end my love compromised me for everything:-(".. Gud mornin:-)',ham
'Lmao!nice 1',ham
'Glad to see your reply.',ham
'Nah dub but je still buff',ham
'Painful words- "I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside.."',ham
'Yeah, thats fine! Its £6 to get in, is that ok? ',ham
'Lol where do u come up with these ideas?',ham
'So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas',ham
'Today is "song dedicated day.." Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...',ham
'Okay... We wait ah',ham
'Y lei?',ham
'HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX',ham
'Already am squatting is the new way of walking',ham
'Do you want bold 2 or bb torch',ham
'Cramps stopped. Going back to sleep',ham
'Nan sonathaya soladha. Why boss?',ham
'Bring tat cd don forget',ham
'I dont know but Im raping dudes at poker',ham
'Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.',ham
'Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.',ham
'Ü eatin later but im eatin wif my frens now lei... Ü going home first? ',ham
'Finish already... Yar they keep saying i mushy... I so embarrassed ok...',ham
'Sorry man, my stash ran dry last night and I cant pick up more until sunday',ham
'Hai priya are you right. What doctor said pa. Where are you.',ham
'Ok...',ham
'Please ask mummy to call father',ham
'Can come my room but cannot come my house cos my house still messy... Haha...',ham
'I have lost 10 kilos as of today!',ham
'Just taste fish curry :-P',ham
'What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; dont worry.',ham
'Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?',ham
'Yes! I am a one woman man! Please tell me your likes and dislikes in bed...',ham
'Was doing my test earlier. I appreciate you. Will call you tomorrow.',ham
'Hows my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesnt he ache to speak to me ? Miss me desparately ?',ham
'U meet other fren dun wan meet me ah... Muz b a guy rite...',ham
'(No promises on when though, havent even gotten dinner yet)',ham
'I got your back! Do you have any dislikes in bed?',ham
'o turns out i had stereo love on mi phone under the unknown album.',ham
'Yeah I dont see why not',ham
'Asking do u knw them or nt? May be ur frnds or classmates?',ham
'Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!',ham
'As in missionary hook up, doggy hook up, standing...|',ham
'Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..',ham
'Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.',ham
'Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.',ham
'Thought praps you meant another one. Goodo! Ill look tomorrow ',ham
'Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James.',ham
'There bold 2  &lt;#&gt; . Is that yours',ham
'You know there is. I shall speak to you in  &lt;#&gt;  minutes then',ham
'"ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX."',ham
'I went to project centre',ham
'As per your request Maangalyam (Alaipayuthe) has been set as your callertune for all Callers. Press *9 to copy your friends Callertune',ham
'Lol yeah at this point I guess not',ham
'Doing project w frens lor. ',ham
'Lol. Well quality aint bad at all so i aint complaining',ham
'K, can that happen tonight?',ham
'I think were going to finns now, come',ham
'Why tired what special there you had',ham
'I will come tomorrow di',ham
'I cant pick the phone right now. Pls send a message',ham
'K go and sleep well. Take rest:-).',ham
'U guys never invite me anywhere :(',ham
'I can do that! I want to please you both inside and outside the bedroom...',ham
'"EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX."',ham
'I love to wine and dine my lady!',ham
'Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.',ham
'I don know account details..i will ask my mom and send you.my mom is out of reach now.',ham
'I think u have the wrong number.',ham
'Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)',ham
'DO NOT B LATE LOVE MUM',ham
'Got it..mail panren paru..',ham
'* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train',ham
'Give one miss from that number please',ham
'Jus came back fr lunch wif my sis only. U leh?',ham
'How is your schedule next week? I am out of town this weekend.',ham
'Really good:)dhanush rocks once again:)',ham
'Lmao ok I wont be needing u to do my hair anymore.',ham
'Miss ya, need ya, want ya, love ya.',ham
'Sorry im not free...',ham
'Do u ever get a song stuck in your head for no reason and it wont go away til u listen to it like 5 times?',ham
'Nt yet chikku..simple habba..hw abt u?',ham
'Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.',ham
'Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL',ham
'Joys father is John. Then John is the NAME of Joys father. Mandan',ham
'Hi this is yijue... Its regarding the 3230 textbook its intro to algorithms second edition... Im selling it for $50...',ham
'K, want us to come by now?',ham
'How. Its a little difficult but its a simple way to enter this place',ham
'Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...',ham
'Dont show yourself. How far. Put new pictures up on facebook.',ham
'Watching tv now. I got new job :)',ham
'Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!',ham
'Im not coming over, do whatever you want',ham
'Its ok chikku, and its my 1 of favourite song..:-)',ham
'Did u see what I posted on your Facebook?',ham
'7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st "Ur Lovely Friendship"... good morning dear',ham
';-( oh well, c u later',ham
'My uncles in Atlanta. Wish you guys a great semester.',ham
'No dear i do have free messages without any recharge. Hi hi hi',ham
'Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL',ham
'I dun believe u. I thk u told him.',ham
'Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!',ham
'Yes:)sura in sun tv.:)lol.',ham
'Arun can u transfr me d amt',ham
'Takin a shower now but yeah Ill leave when Im done',ham
'Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...',ham
'U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u',ham
'You bad girl. I can still remember them',ham
'How much i gave to you. Morning.',ham
'I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love',ham
'Hey, can you tell me blakes address? Carlos wanted me to meet him there but I got lost and hes not answering his phone',ham
'Can i get your opinion on something first?',ham
'That one week leave i put know that time. Why.',ham
'If we hit it off, you can move in with me :)',ham
'excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?',ham
'I wanna watch that movie',ham
'Ok lor thanx... Ü in school?',ham
'Im in class. Did you get my text.',ham
'The bus leaves at  &lt;#&gt; ',ham
'God bless.get good sleep my dear...i will pray!',ham
'Do have a nice day today. I love you so dearly.',ham
'Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...',ham
'Aight, Ill ask a few of my roommates',ham
'Now, whats your house # again ? And do you have any beer there ?',ham
'Do ü all wan 2 meet up n combine all the parts? Hows da rest of da project going?',ham
'"Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry"',ham
'Yes we are chatting too.',ham
'HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX',ham
'Sian... Aft meeting supervisor got work 2 do liao... U working now?',ham
'Are you going to write ccna exam this week??',ham
'Well i will watch shrek in 3D!!B)',ham
'Am i that much dirty fellow?',ham
'Dunno dats wat he told me. Ok lor...',ham
'Ill probably be by tomorrow (or even later tonight if somethings going on)',ham
'I couldnt say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night',ham
'If youre thinking of lifting me one then no.',ham
'Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?',ham
'Sent me ur email id soon',ham
'Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!',ham
'Dude. Whats up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot yould like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.',ham
'Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.',ham
'May i call You later Pls',ham
'Thats the way you should stay oh.',ham
'Hello- thanx for taking that call. I got a job! Starts on monday!',ham
'What time is ur flight tmr?',ham
'When should I come over?',ham
'I have a rather prominent bite mark on my right cheek',ham
'* Will be september by then!',ham
'Are you wet right now?',ham
'And hows your husband.',ham
'Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!',ham
'Yeah. I got a list with only u and Joanna if Im feeling really anti social',ham
'I am in your office na.',ham
'"Are you comingdown later?"',ham
'Super da:)good replacement for murali',ham
'Da is good good player.why he is unsold.',ham
'Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.',ham
'Its on in engalnd! But telly has decided it wont let me watch it and mia and elliot were kissing! Damn it!',ham
'I dont want to hear philosophy. Just say what happen',ham
'You got job in wipro:)you will get every thing in life in 2 or 3 years.',ham
'Then cant get da laptop? My matric card wif ü lei... ',ham
'Dunno da next show aft 6 is 850. Toa payoh got 650.',ham
'I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.',ham
'They didt play one day last year know even though they have very good team.. Like india.',ham
'K.:)you are the only girl waiting in reception ah?',ham
'Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...',ham
'I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.',ham
'Sir, i am waiting for your call.',ham
'Whats up. Do you want me to come online?',ham
'It could work, well reach a consensus at the next meeting',ham
'Aiyah then i wait lor. Then u entertain me. Hee...',ham
'The last thing i ever wanted to do was hurt you. And i didnt think it would have. Youd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasnt even up. The fact that you even felt like i would do it to hurt you shows you really dont know me at all. It was messy wednesday, but it wasnt bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I dont mind a few things here and there, but when you dont make the bed, when you throw laundry on top of it, when i cant have a friend in the house because im embarassed that theres underwear and bras strewn on the bed, pillows on the floor, thats something else. You used to be good about at least making the bed.',ham
'Ill let you know when it kicks in',ham
'You call him now ok i said call him',ham
'Call to the number which is available in appointment. And ask to connect the call to waheed fathima.',ham
'Or ü go buy wif him then i meet ü later can?',ham
'Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knees* *exposes my belly and pulls your head to it* Dont forget ... I know yours too *wicked smile*',ham
'Today my system sh get ready.all is well and i am also in the deep well',ham
'Mom wants to know where you at',ham
'Aight, Ill text you when Im back',ham
'Dont know supports ass and srt i thnk. I think ps3 can play through usb too',ham
'Oh ok i didnt know what you meant. Yep i am baby jontin',ham
'Watching tv now. I got new job :)',ham
'This pen thing is beyond a joke. Wont a Biro do? Dont do a masters as cant do this ever again! ',ham
'I AM AT A PARTY WITH ALEX NICHOLS',ham
'Just seeing your missed call my dear brother. Do have a gr8 day.',ham
'Ok.. Ü finishing soon?',ham
'Sorry, I cant help you on this.',ham
'Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(',ham
'I love your ass! Do you enjoy doggy style? :)',ham
'I think asking for a gym is the excuse for lazy people. I jog.',ham
'No. On the way home. So if not for the long dry spell the season would have been over',ham
'I gotta collect da car at 6 lei.',ham
'Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.',ham
'Probably earlier than that if the stations where I think it is',ham
'Good Morning plz call me sir',ham
'Uh, heads up we dont have THAT much left',ham
'I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.',ham
'Aight, sounds good. When do you want me to come down?',ham
'Wat would u like 4 ur birthday?',ham
'I love working from home :)',ham
'And miss vday the parachute and double coins??? U must not know me very well...',ham
'Sorry, Ill call later',ham
'My sister got placed in birla soft da:-)',ham
'Wah... Okie okie... Muz make use of e unlimited... Haha... ',ham
'Therere some people by mu, Im at the table by lambda',ham
'And stop being an old man. You get to build snowman snow angels and snowball fights.',ham
'ELLO BABE U OK?',ham
'Hello beautiful r u ok? Ive kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ',ham
'Then u going ikea str aft dat?',ham
'Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer',ham
'Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.',ham
'For real tho this sucks. I cant even cook my whole electricity is out. And Im hungry.',ham
'You want to go? ',ham
'Its not that time of the month nor mid of the time?',ham
'Fffff. Can you text kadeem or are you too far gone',ham
'We not leaving yet. Ok lor then we go elsewhere n eat. U thk...',ham
'Is fujitsu s series lifebook good?',ham
'Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then ill go out w u all lor. N u still can act so real.',ham
'Dont know you bring some food',ham
'No current and food here. I am alone also',ham
'Ill be in sch fr 4-6... I dun haf da book in sch... Its at home...',ham
'Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?',ham
'Ok',ham
'We don call like  &lt;#&gt;  times oh. No give us hypertension oh.',ham
'Dont give a monkeys wot they think and i certainly dont mind. Any friend of mine&all that! Just dont sleep wiv , that wud be annoyin!',ham
'Omg it could snow here tonite!',ham
'Carry on not disturbing both of you',ham
'What pa tell me.. I went to bath:-)',ham
'Jus finished avatar nigro',ham
'R u over scratching it?',ham
'Hope you are having a great day.',ham
'Did either of you have any ideas? Do you know of anyplaces doing something?',ham
'My planning usually stops at "find hella weed, smoke hella weed"',ham
'The fact that youre cleaning shows you know why im upset. Your priority is constantly "what i want to do," not "what i need to do."',ham
'Excellent! Are you ready to moan and scream in ecstasy?',ham
'Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex',ham
'K...k:)why cant you come here and search job:)',ham
'I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(',ham
'Yeah, Ill leave in a couple minutes &amp; let you know when I get to mu',ham
'Can ü call me at 10:10 to make sure dat ive woken up...',ham
'Hey we can go jazz power yoga hip hop kb and yogasana ',ham
'The battery is for mr adewale my uncle. Aka Egbon',ham
'I cant pick the phone right now. Pls send a message',ham
'Wait 2 min..stand at bus stop',ham
'Oh ic. I thought you meant mary jane.',ham
'Haha... Really oh no... How? Then will they deduct your lesson tmr?',ham
'Nah im goin 2 the wrks with j wot bout u?',ham
'Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................',ham
'Good night. Am going to sleep.',ham
'Aight Ill grab something to eat too, text me when youre back at mu',ham
'K...k:)why cant you come here and search job:)',ham
'Take something for pain. If it moves however to any side in the next 6hrs see a doctor.',ham
'Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite',ham
'Howz that persons story',ham
'LOL that would be awesome payback.',ham
'Yes :)it completely in out of form:)clark also utter waste.',ham
'Honeybee Said: *Im d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)',ham
'Thanks. It was only from tescos but quite nice. All gone now. Speak soon ',ham
'Whats a feathery bowa? Is that something guys have that I dont know about?',ham
'Even i cant close my eyes you are in me our vava playing umma :-D',ham
'2 laptop... I noe infra but too slow lar... I wan fast one',ham
'Nvm its ok...',ham
'Enjoy ur life. . Good night',ham
'Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And dont worry well have finished by march … ish!',ham
'I had askd u a question some hours before. Its answer',ham
'Thats cool. Where should i cum? On you or in you? :)',ham
'Delhi and chennai still silent.',ham
'Lol alright i was thinkin that too haha',ham
'No Im in the same boat. Still here at my moms. Check me out on yo. Im half naked.',ham
'Shhhhh nobody is supposed to know!',ham
'Sorry, Ill call later',ham
'Sorry, Ill call later in meeting any thing related to trade please call Arul. &lt;#&gt; ',ham
'Hey i will be late... im at amk. Need to drink tea or coffee',ham
'I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob',ham
'The length is e same but e top shorter n i got a fringe now. I thk im not going liao. Too lazy. Dun wan 2 distract u also.',ham
'S..antha num corrct dane',ham
'No calls..messages..missed calls',ham
'Sorry, Ill call later',ham
'The baskets gettin full so I might be by tonight',ham
'HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX',ham
'No other Valentines huh? The proof is on your fb page. Ugh Im so glad I really DIDNT watch your rupaul show you TOOL!',ham
'Eh den sat u book e kb liao huh...',ham
'Have you been practising your curtsey?',ham
'Shall i come to get pickle',ham
'Lol boo I was hoping for a laugh',ham
'"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV"',ham
'Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love',ham
'LMAO wheres your fish memory when I need it?',ham
'But ill b going 2 sch on mon. My sis need 2 take smth.',ham
'Idea will soon get converted to live:)',ham
'S....s...india going to draw the series after many years in south african soil..',ham
